Type,Severity,Accident Ref No.,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty
,,10CA0002040,Driver,Slight,Male,35
,,10MU0002003,Driver,Slight,Male,64
,,10AA0002113,Driver,Slight,Male,43
,,10BA0002068,Driver,Slight,Male,52
,,10MU0002002,Driver,Slight,Male,30
,,10MU0002002,Passenger,Slight,Female,18
,,10MU0002056,Driver,Slight,Male,45
,,10MU0002056,Passenger,Slight,Female,43
,,10MU0002056,Passenger,Slight,Female,18
,,10BA0002081,Driver,Slight,Female,50
,,10BA0002266,Driver,Slight,Male,55
,,10CA0002074,Passenger,Slight,Female,76
,,10CA0002214,Driver,Slight,Male,45
,,10CA0002341,Driver,Slight,Male,39
,,10BA0002151,Driver,Slight,Male,48
,,10CA0002128,Driver,Slight,Male,51
,,10CA0002166,Pedestrian,Slight,Female,28
,,10BA0002228,Driver,Slight,Male,39
,,10BA0003378,Driver,Slight,Male,51
,,10CA0002186,Passenger,Slight,Female,76
,,10CA0002292,Driver,Slight,Male,83
,,10CA0002292,Passenger,Slight,Female,81
,,10CA0002292,Passenger,Slight,Female,79
,,10CA0002343,Passenger,Slight,Female,19
,,10CA0002343,Passenger,Slight,Female,21
,,10CA0002343,Passenger,Slight,Female,20
,,10MU0002161,Driver,Slight,Female,23
,,10BA0002220,Driver,Slight,Female,35
,,10BA0002286,Driver,Slight,Female,38
,,10BA0002286,Passenger,Slight,Female,5
,,10CA0002177,Driver,Slight,Female,19
,,10MU0002211,Driver,Slight,Female,50
,,10MU0002211,Driver,Slight,Male,45
,,10AA0002168,Driver,Slight,Female,50
,,10AA0002173,Driver,Slight,Male,18
,,10AA0002173,Driver,Serious,Male,45
,,10AA0002244,Pedestrian,Serious,Male,13
,,10BA0002299,Pedestrian,Serious,Female,81
,,10BA0002313,Driver,Slight,Male,30
,,10BA0002313,Driver,Slight,Male,22
,,10BA0002313,Passenger,Slight,Male,24
,,10BA0002423,Driver,Slight,Female,31
,,10BA0126930,Driver,Fatal,Male,19
,,10CA0002250,Pedestrian,Slight,Male,22
,,10AA0002233,Driver,Slight,Male,42
,,10AA0002233,Passenger,Slight,Female,43
,,10AA0002233,Driver,Slight,Male,20
,,10AA0002233,Passenger,Slight,Male,9
,,10AA0002245,Driver,Slight,Male,25
,,10AA0002317,Driver,Slight,Male,24
,,10AA0002320,Passenger,Slight,Female,19
,,10BA0002218,Driver,Slight,Female,18
,,10BA0002218,Passenger,Slight,Female,15
,,10CA0002210,Pedestrian,Slight,Male,15
,,10AA0002230,Pedestrian,Slight,Male,58
,,10BA0002197,Pedestrian,Slight,Male,12
,,10BA0002239,Driver,Slight,Male,21
,,10BA0002301,Driver,Slight,Female,52
,,10CA0002206,Pedestrian,Slight,Female,18
,,10CA0002213,Driver,Slight,Male,28
,,10CA0002291,Driver,Slight,Female,28
,,10MU0002457,Passenger,Slight,Female,22
,,10BA0002372,Driver,Slight,Male,50
,,10CA0002297,Driver,Slight,Male,25
,,10CA0002302,Passenger,Slight,Male,43
,,10CA0002312,Driver,Slight,Male,40
,,10CA0002336,Passenger,Slight,Male,34
,,10AA0002368,Driver,Slight,Female,29
,,10AA0002370,Passenger,Slight,Female,70
,,10AA0003115,Driver,Slight,Male,59
,,10BA0002340,Passenger,Slight,Female,45
,,10BA0002344,Driver,Slight,Male,43
,,10BA0002380,Driver,Slight,Female,31
,,10BA0002380,Passenger,Slight,Male,28
,,10BA0002380,Passenger,Slight,Male,41
,,10MU0002347,Driver,Slight,Female,57
,,10AA0002376,Pedestrian,Serious,Female,13
,,10BA0002414,Pedestrian,Slight,Female,9
,,10BA0002417,Passenger,Slight,Female,82
,,10BA0002435,Driver,Slight,Female,20
,,10BA0002498,Driver,Slight,Female,30
,,10CA0002558,Driver,Slight,Male,36
,,10CA0002558,Passenger,Slight,Female,30
,,10AA0002387,Pedestrian,Slight,Male,47
,,10BA0002482,Driver,Slight,Male,26
,,10CA0002361,Passenger,Slight,Male,34
,,10CA0002390,Driver,Slight,Male,27
,,10CA0002392,Passenger,Slight,Female,21
,,10CA0002422,Pedestrian,Slight,Male,45
,,10CA0002468,Pedestrian,Slight,Female,46
,,10CA0002561,Driver,Slight,Female,40
,,10MU0002409,Driver,Slight,Male,47
,,10MU0002409,Driver,Slight,Male,57
,,10MU0002433,Driver,Slight,Female,45
,,10MU0002450,Driver,Slight,Female,23
,,10AA0002375,Driver,Slight,Female,23
,,10AA0002395,Driver,Slight,Male,51
,,10AA0002442,Passenger,Slight,Male,18
,,10AA0002442,Passenger,Slight,Male,16
,,10AA0002442,Driver,Slight,Male,18
,,10BA0002438,Pedestrian,Slight,Male,37
,,10BA0002454,Driver,Slight,Male,22
,,10BA0002454,Passenger,Slight,Male,29
,,10BA0002454,Passenger,Slight,Female,20
,,10BA0002464,Driver,Slight,Female,66
,,10BA0002464,Driver,Slight,Female,36
,,10BA0002473,Pedestrian,Slight,Male,27
,,10CA0002554,Driver,Slight,Male,64
,,10CA0002554,Passenger,Slight,Female,36
,,10CA0002563,Driver,Slight,Male,15
,,10AA0002360,Driver,Slight,Male,30
,,10AA0002360,Passenger,Slight,Male,23
,,10AA0002360,Passenger,Slight,Male,21
,,10AA0002360,Passenger,Slight,Male,30
,,10BA0002471,Driver,Slight,Male,20
,,10BA0003351,Passenger,Slight,Female,35
,,10BA0003451,Driver,Slight,Male,22
,,10CA0002472,Driver,Slight,Female,36
,,10CA0002472,Passenger,Slight,Female,5
,,10AA0002386,Driver,Serious,Male,57
,,10AA0002698,Driver,Slight,Male,67
,,10AA0002698,Driver,Slight,Female,49
,,10BA0002467,Pedestrian,Slight,Male,19
,,10BA0004480,Driver,Serious,Male,30
,,10CA0002743,Driver,Slight,Male,41
,,10AA0002388,Driver,Slight,Female,20
,,10AA0002388,Driver,Slight,Male,40
,,10AA0002388,Passenger,Slight,Female,63
,,10AA0002673,Driver,Slight,Female,17
,,10MU0139624,Driver,Fatal,Male,52
,,10AA0002507,Driver,Slight,Female,45
,,10AA0002507,Driver,Slight,Female,21
,,10AA0002644,Driver,Serious,Male,52
,,10BA0002530,Pedestrian,Slight,Female,5
,,10MU0002531,Pedestrian,Slight,Male,25
,,10AA0002520,Driver,Slight,Male,25
,,10AA0002520,Driver,Slight,Male,21
,,10AA0002520,Passenger,Slight,Female,21
,,10AA0002520,Passenger,Slight,Female,21
,,10AA0002533,Driver,Slight,Male,73
,,10AA0002533,Driver,Slight,Male,27
,,10AA0002533,Driver,Slight,Female,51
,,10BA0002613,Driver,Slight,Male,33
,,10BA0002613,Passenger,Serious,Male,20
,,10CA0002543,Passenger,Slight,Female,71
,,10CA0002652,Driver,Slight,Male,46
,,10CA0002652,Driver,Slight,Male,48
,,10CA0002652,Passenger,Slight,Male,15
,,10MU0002547,Driver,Slight,Male,38
,,10AA0002579,Pedestrian,Slight,Male,11
,,10BA0002535,Driver,Slight,Male,60
,,10BA0002535,Driver,Slight,Female,26
,,10CA0002596,Pedestrian,Slight,Female,4
,,10CA0002609,Driver,Slight,Female,43
,,10CA0002609,Passenger,Slight,Male,13
,,10DA0002623,Driver,Serious,Male,38
,,10AA0002551,Passenger,Slight,Male,73
,,10AA0002551,Driver,Slight,Male,64
,,10AA0002551,Passenger,Slight,Male,77
,,10AA0002551,Pedestrian,Serious,Female,70
,,10BA0003461,Pedestrian,Slight,Female,85
,,10CA0002624,Driver,Slight,Male,36
,,10AA0002622,Driver,Serious,Male,37
,,10BA0002584,Pedestrian,Serious,Male,86
,,10BA0002585,Pedestrian,Slight,Male,10
,,10BA0002594,Driver,Slight,Male,21
,,10BA0002610,Driver,Slight,Male,29
,,10BA0002610,Passenger,Slight,Male,38
,,10BA0002610,Passenger,Slight,Male,13
,,10BA0002610,Passenger,Slight,Female,9
,,10BA0003100,Pedestrian,Slight,Male,21
,,10CA0002597,Driver,Slight,Female,47
,,10CA0002617,Driver,Slight,Male,20
,,10CA0002649,Passenger,Slight,Female,19
,,10CA0002649,Passenger,Slight,Male,45
,,10CA0002649,Pedestrian,Serious,Female,19
,,10AA0002660,Driver,Slight,Female,47
,,10AA0002660,Driver,Slight,Female,60
,,10BA0002741,Driver,Serious,Male,29
,,10AA0002863,Passenger,Slight,Male,11
,,10BA0002631,Passenger,Slight,Female,42
,,10BA0003585,Driver,Slight,Female,33
,,10BA0003585,Passenger,Slight,Female,9
,,10AA0002708,Driver,Slight,Female,41
,,10AA0002708,Driver,Slight,Female,75
,,10AA0002718,Driver,Slight,Male,19
,,10BA0002830,Driver,Serious,Male,36
,,10AA0002690,Driver,Slight,Male,16
,,10AA0002736,Passenger,Slight,Male,18
,,10AA0002736,Passenger,Slight,Female,17
,,10AA0002736,Passenger,Slight,Male,17
,,10AA0002736,Passenger,Slight,Female,16
,,10BA0002693,Driver,Slight,Male,49
,,10BA0003376,Driver,Slight,Female,18
,,10BA0003376,Driver,Slight,Female,18
,,10CA0002731,Pedestrian,Slight,Male,29
,,10CA0002735,Driver,Serious,Male,30
,,10CA0002738,Pedestrian,Serious,Female,42
,,10CA0002787,Driver,Slight,Female,31
,,10CA0002814,Passenger,Slight,Female,70
,,10MU0002737,Driver,Slight,Female,34
,,10AA0002745,Driver,Slight,Male,40
,,10CA0002727,Pedestrian,Slight,Male,37
,,10BA0002809,Passenger,Slight,Female,26
,,10BA0003816,Pedestrian,Slight,Female,28
,,10BA0003816,Pedestrian,Slight,Female,53
,,10BA0157603,Driver,Slight,Female,27
,,10BA0157603,Passenger,Fatal,Male,30
,,10CA0002832,Pedestrian,Slight,Male,9
,,10AA0002828,Driver,Slight,Male,25
,,10AA0002828,Passenger,Serious,Male,20
,,10AA0003148,Driver,Slight,Male,43
,,10BA0002812,Driver,Slight,Male,69
,,10AA0002821,Driver,Slight,Male,27
,,10BA0002835,Driver,Slight,Female,49
,,10BA0002859,Driver,Slight,Male,51
,,10BA0002864,Passenger,Slight,Male,40
,,10CA0002829,Pedestrian,Slight,Female,12
,,10CA0160378,Pedestrian,Fatal,Male,55
,,10AA0002817,Driver,Serious,Male,21
,,10AA0002907,Driver,Slight,Male,48
,,10CA0002881,Driver,Slight,Male,26
,,10CA0002883,Pedestrian,Slight,Male,12
,,10AA0002877,Passenger,Slight,Female,15
,,10AA0002877,Passenger,Slight,Female,15
,,10AA0002909,Pedestrian,Slight,Male,23
,,10BA0002987,Driver,Slight,Male,49
,,10CA0002851,Driver,Slight,Female,25
,,10CA0002898,Driver,Slight,Male,37
,,10CA0002898,Passenger,Slight,Female,29
,,10CA0003077,Driver,Slight,Male,26
,,10AA0002892,Driver,Slight,Male,35
,,10AA0002911,Pedestrian,Slight,Female,20
,,10AA0002933,Driver,Slight,Male,25
,,10AA0003106,Driver,Slight,Female,32
,,10BA0003171,Driver,Slight,Male,19
,,10BA0003171,Driver,Slight,Female,42
,,10BA0003460,Pedestrian,Serious,Male,40
,,10CA0002912,Pedestrian,Slight,Male,12
,,10CA0002944,Driver,Slight,Male,46
,,10CA0002979,Pedestrian,Slight,Male,22
,,10AA0002998,Driver,Slight,Male,51
,,10BA0003368,Driver,Slight,Male,37
,,10CA0002928,Pedestrian,Slight,Male,20
,,10CA0002949,Driver,Slight,Male,43
,,10CA0002997,Pedestrian,Slight,Female,25
,,10CA0003045,Pedestrian,Slight,Female,11
,,10DA0002964,Driver,Slight,Female,33
,,10DA0002964,Passenger,Slight,Female,22
,,10BA0002939,Driver,Slight,Male,33
,,10BA0002977,Driver,Slight,Male,25
,,10BA0002977,Driver,Slight,Female,55
,,10BA0003001,Driver,Slight,Female,53
,,10BA0003001,Driver,Slight,Male,22
,,10BA0005780,Passenger,Serious,Male,38
,,10CA0002954,Driver,Slight,Female,27
,,10CA0002954,Passenger,Slight,Female,38
,,10CA0002954,Passenger,Slight,Female,27
,,10CA0003659,Driver,Slight,Male,42
,,10AA0002993,Pedestrian,Serious,Male,7
,,10BA0002983,Driver,Slight,Male,36
,,10BA0002983,Passenger,Slight,Female,33
,,10BA0002983,Passenger,Slight,Female,5
,,10MU0003046,Passenger,Slight,Female,62
,,10AA0003007,Driver,Slight,Male,26
,,10AA0003012,Pedestrian,Slight,Female,52
,,10AA0003024,Pedestrian,Slight,Female,8
,,10AA0003098,Driver,Slight,Male,48
,,10AA0003098,Driver,Slight,Female,48
,,10BA0003088,Driver,Slight,Female,43
,,10CA0003006,Pedestrian,Slight,Male,40
,,10CA0003061,Driver,Slight,Female,74
,,10CA0003061,Driver,Serious,Male,17
,,10CA0003192,Driver,Slight,Female,55
,,10AA0003042,Passenger,Slight,Male,2
,,10BA0003067,Driver,Slight,Male,35
,,10BA0003097,Driver,Slight,Female,22
,,10BA0003097,Driver,Slight,Male,38
,,10BA0003123,Passenger,Slight,Female,9
,,10BA0003123,Passenger,Slight,Male,7
,,10BA0003123,Passenger,Slight,Female,33
,,10BA0003124,Pedestrian,Serious,Male,34
,,10CA0003055,Pedestrian,Slight,Female,61
,,10CA0003105,Driver,Slight,Male,32
,,10CA0003231,Pedestrian,Serious,Female,35
,,10AA0003064,Driver,Slight,Female,27
,,10AA0003326,Passenger,Slight,Male,45
,,10AA0003326,Driver,Serious,Female,43
,,10BA0003108,Pedestrian,Slight,Female,47
,,10CA0003109,Driver,Slight,Male,23
,,10CA0003239,Passenger,Serious,Female,86
,,10CA0003307,Driver,Slight,Male,46
,,10CA0003307,Pedestrian,Slight,Male,18
,,10MU0003215,Passenger,Slight,Female,32
,,10AA0003102,Pedestrian,Slight,Female,39
,,10AA0003116,Driver,Slight,Female,58
,,10AA0003116,Passenger,Slight,Female,63
,,10BA0003908,Driver,Slight,Male,28
,,10BA0003908,Passenger,Slight,Female,24
,,10CA0003198,Pedestrian,Fatal,Female,85
,,10MU0003290,Passenger,Slight,Female,12
,,10AA0003107,Passenger,Slight,Male,91
,,10AA0003127,Pedestrian,Slight,Male,4
,,10AA0003252,Driver,Slight,Male,36
,,10AA0003252,Passenger,Slight,Female,39
,,10CA0003113,Driver,Slight,Female,39
,,10CA0003165,Driver,Slight,Female,28
,,10CA0003201,Passenger,Slight,Female,57
,,10CA0003201,Passenger,Slight,Female,26
,,10MU0003225,Driver,Slight,Female,25
,,10AA0003095,Pedestrian,Slight,Male,3
,,10AA0003332,Driver,Slight,Female,48
,,10AA0003332,Passenger,Slight,Female,57
,,10AA0003377,Passenger,Slight,Female,36
,,10BA0003159,Driver,Slight,Male,31
,,10BA0004198,Driver,Serious,Male,79
,,10CA0003158,Driver,Slight,Female,20
,,10AA0003470,Driver,Slight,Male,39
,,10AA0003470,Driver,Slight,Female,27
,,10AA0003470,Passenger,Slight,Male,8
,,10BA0003177,Driver,Slight,Male,35
,,10BA0003199,Driver,Slight,Male,34
,,10BA0003199,Passenger,Slight,Female,31
,,10BA0003199,Passenger,Slight,Female,28
,,10BA0003199,Passenger,Slight,Male,29
,,10AA0003218,Driver,Slight,Male,33
,,10CA0003654,Driver,Slight,Male,21
,,10MU0003329,Driver,Slight,Female,28
,,10AA0003666,Pedestrian,Slight,Female,19
,,10BA0003228,Driver,Slight,Male,36
,,10BA0003361,Driver,Slight,Female,53
,,10CA0003224,Driver,Slight,Male,34
,,10CA0003265,Pedestrian,Slight,Female,20
,,10AA0003335,Driver,Slight,Male,33
,,10AA0003359,Driver,Serious,Male,36
,,10BA0003412,Passenger,Slight,Male,19
,,10BA0003806,Pedestrian,Slight,Female,30
,,10CA0003263,Driver,Slight,Male,35
,,10CA0003285,Pedestrian,Slight,Female,31
,,10CA0003292,Driver,Slight,Female,7
,,10AA0003322,Pedestrian,Serious,Male,18
,,10BA0003325,Driver,Serious,Male,18
,,10BA0003343,Driver,Slight,Male,31
,,10BA0003387,Driver,Slight,Female,27
,,10BA0003387,Passenger,Slight,Female,27
,,10CA0003321,Driver,Slight,Male,48
,,10CA0003321,Driver,Slight,Female,18
,,10CA0003327,Pedestrian,Slight,Male,50
,,10MU0003364,Driver,Slight,Female,38
,,10AA0003315,Driver,Slight,Male,81
,,10AA0003315,Driver,Slight,Female,37
,,10AA0003315,Passenger,Slight,Female,66
,,10AA0003315,Passenger,Slight,Male,4
,,10AA0003324,Driver,Slight,Female,40
,,10BA0003384,Driver,Slight,Female,42
,,10CA0003379,Driver,Slight,Female,23
,,10CA0003379,Driver,Slight,Male,47
,,10CA0003379,Passenger,Slight,Female,43
,,10CA0003379,Passenger,Slight,Female,10
,,10CA0003379,Passenger,Slight,Female,7
,,10CA0003496,Driver,Slight,Male,25
,,10CA0003568,Driver,Slight,Female,27
,,10CA0003568,Passenger,Slight,Female,22
,,10CA0003568,Passenger,Slight,Female,6
,,10CA0003568,Passenger,Slight,Female,2
,,10MU0003462,Passenger,Slight,Female,58
,,10AA0003311,Pedestrian,Slight,Male,10
,,10BA0003396,Driver,Slight,Male,20
,,10BA0003414,Driver,Slight,Male,36
,,10BA0003572,Driver,Serious,Female,10
,,10CA0003374,Driver,Serious,Female,42
,,10CA0004411,Driver,Slight,Male,30
,,10AA0003375,Passenger,Slight,Female,8
,,10AA0003375,Passenger,Slight,Male,30
,,10AA0003375,Passenger,Slight,Female,10
,,10AA0003458,Passenger,Slight,Female,20
,,10AA0003524,Driver,Slight,Male,31
,,10BA0003336,Driver,Slight,Male,24
,,10BA0003336,Driver,Serious,Male,26
,,10BA0003356,Pedestrian,Slight,Male,11
,,10BA0003415,Driver,Slight,Male,37
,,10BA0003415,Passenger,Serious,Female,33
,,10BA0003514,Pedestrian,Slight,Female,55
,,10BA0003576,Pedestrian,Slight,Female,23
,,10CA0003348,Pedestrian,Serious,Male,25
,,10MU0003472,Driver,Slight,Male,81
,,10AA0003459,Driver,Slight,Male,62
,,10AA0003459,Driver,Slight,Male,43
,,10AA0003676,Driver,Slight,Female,50
,,10BA0003457,Driver,Slight,Male,21
,,10CA0003439,Pedestrian,Slight,Female,17
,,10BA0196118,Pedestrian,Fatal,Female,32
,,10CA0003477,Driver,Slight,Male,45
,,10CA0003477,Passenger,Slight,Female,23
,,10CA0004300,Pedestrian,Slight,Male,21
,,10AA0004038,Driver,Serious,Male,41
,,10AA0004041,Driver,Slight,Male,62
,,10BA0003538,Driver,Slight,Male,41
,,10BA0003560,Pedestrian,Slight,Female,50
,,10CA0003522,Driver,Slight,Male,33
,,10CA0003547,Pedestrian,Slight,Male,8
,,10AA0003504,Driver,Serious,Male,16
,,10AA0003646,Driver,Slight,Male,50
,,10AA0003646,Passenger,Slight,Male,32
,,10BA0003535,Driver,Slight,Male,50
,,10BA0003535,Passenger,Slight,Male,24
,,10BA0003561,Pedestrian,Slight,Male,4
,,10BA0003584,Driver,Slight,Female,46
,,10BA0003584,Passenger,Slight,Female,18
,,10CA0003605,Driver,Slight,Female,22
,,10CA0003732,Driver,Slight,Male,44
,,10CA0003732,Passenger,Slight,Male,46
,,10AA0003603,Driver,Slight,Female,68
,,10AA0003603,Driver,Slight,Female,35
,,10AA0003603,Passenger,Slight,Female,10
,,10BA0003515,Pedestrian,Serious,Male,3
,,10BA0003569,Driver,Slight,Male,37
,,10BA0003569,Passenger,Slight,Female,33
,,10CA0003577,Driver,Slight,Male,23
,,10CA0003611,Driver,Slight,Female,21
,,10AA0003579,Driver,Slight,Male,45
,,10AA0003579,Driver,Slight,Male,31
,,10AA0003579,Passenger,Slight,Female,43
,,10BA0003587,Driver,Slight,Male,27
,,10BA0003616,Passenger,Slight,Female,51
,,10AA0003635,Driver,Slight,Male,14
,,10AA0003660,Pedestrian,Slight,Female,79
,,10CA0003639,Driver,Slight,Male,17
,,10CA0003730,Driver,Slight,Male,46
,,10CA0003733,Driver,Slight,Male,38
,,10AA0003618,Passenger,Slight,Female,75
,,10AA0003650,Pedestrian,Slight,Male,8
,,10AA0003657,Driver,Slight,Male,41
,,10AA0003663,Passenger,Slight,Female,53
,,10AA0003678,Passenger,Slight,Female,54
,,10BA0003765,Driver,Slight,Male,51
,,10CA0003679,Pedestrian,Slight,Male,62
,,10AA0003692,Passenger,Slight,Female,20
,,10AA0003720,Driver,Slight,Male,22
,,10AA0003741,Driver,Slight,Female,20
,,10AA0003869,Driver,Slight,Male,23
,,10BA0003658,Driver,Slight,Male,20
,,10BA0003658,Driver,Slight,Female,49
,,10BA0003658,Passenger,Slight,Female,49
,,10BA0207610,Driver,Fatal,Male,35
,,10CA0003689,Driver,Slight,Male,37
,,10CA0003780,Passenger,Slight,Male,21
,,10AA0004015,Passenger,Slight,Female,45
,,10BA0003718,Driver,Slight,Male,19
,,10CA0003739,Pedestrian,Slight,Male,55
,,10AA0003872,Driver,Slight,Male,18
,,10BA0003821,Driver,Serious,Female,85
,,10CA0003787,Driver,Slight,Male,18
,,10CA0003787,Driver,Slight,Male,44
,,10CA0003881,Driver,Slight,Male,18
,,10MU0003833,Driver,Serious,Male,19
,,10BA0003812,Driver,Slight,Male,5
,,10CA0003979,Driver,Slight,Male,49
,,10AA0003743,Passenger,Slight,Female,41
,,10AA0003743,Passenger,Slight,Male,33
,,10AA0004036,Driver,Slight,Male,38
,,10BA0003798,Driver,Serious,Male,89
,,10BA0003825,Driver,Slight,Male,49
,,10BA0003825,Passenger,Slight,Female,52
,,10MU0003814,Driver,Slight,Female,25
,,10MU0003814,Passenger,Slight,Female,27
,,10BA0003805,Driver,Slight,Male,23
,,10BA0003813,Driver,Slight,Male,29
,,10BA0003813,Driver,Slight,Female,54
,,10BA0003813,Passenger,Slight,Male,27
,,10BA0003841,Passenger,Slight,Male,34
,,10BA0003841,Passenger,Slight,Male,31
,,10CA0003836,Driver,Slight,Male,24
,,10AA0003875,Driver,Slight,Male,58
,,10AA0003875,Driver,Slight,Male,56
,,10BA0003867,Driver,Serious,Female,37
,,10BA0003867,Passenger,Slight,Female,37
,,10CA0003839,Driver,Slight,Male,46
,,10CA0003839,Driver,Slight,Female,32
,,10CA0003839,Passenger,Slight,Male,82
,,10CA0003839,Passenger,Slight,Female,73
,,10CA0003839,Passenger,Slight,Female,6
,,10CA0003839,Passenger,Slight,Female,3
,,10MU0004133,Driver,Slight,Female,19
,,10AA0003984,Pedestrian,Slight,Male,42
,,10AA0004006,Driver,Slight,Male,26
,,10AA0004030,Pedestrian,Slight,Male,24
,,10BA0003864,Driver,Slight,Female,35
,,10BA0003989,Passenger,Slight,Male,75
,,10CA0003863,Passenger,Slight,Male,60
,,10AA0003987,Driver,Slight,Male,35
,,10BA0003940,Driver,Slight,Male,30
,,10BA0003946,Driver,Slight,Male,22
,,10BA0003990,Pedestrian,Slight,Male,12
,,10BA0003991,Driver,Slight,Male,45
,,10BA0004009,Driver,Slight,Male,20
,,10BA0004031,Driver,Slight,Male,50
,,10CA0003980,Passenger,Slight,Female,50
,,10CA0004003,Driver,Slight,Male,71
,,10CA0004046,Driver,Slight,Female,37
,,10MU0004070,Driver,Slight,Female,34
,,10AA0003985,Driver,Slight,Male,15
,,10AA0004829,Driver,Slight,Female,49
,,10BA0003981,Driver,Slight,Male,49
,,10BA0004013,Driver,Slight,Female,47
,,10BA0004017,Pedestrian,Slight,Male,28
,,10BA0004032,Pedestrian,Slight,Female,11
,,10CA0003969,Pedestrian,Slight,Female,55
,,10CA0003993,Driver,Slight,Male,38
,,10AA0003988,Driver,Slight,Female,27
,,10AA0003988,Driver,Slight,Male,18
,,10AA0003988,Passenger,Slight,Male,17
,,10AA0003988,Passenger,Slight,Male,17
,,10AA0005095,Driver,Slight,Female,37
,,10AA0005095,Passenger,Slight,Female,37
,,10BA0003982,Passenger,Slight,Female,57
,,10BA0003998,Driver,Slight,Male,20
,,10BA0003998,Passenger,Slight,Male,20
,,10BA0003998,Passenger,Slight,Female,19
,,10BA0004035,Driver,Slight,Female,27
,,10BA0004035,Passenger,Slight,Female,25
,,10BA0004039,Driver,Slight,Male,43
,,10BA0004039,Passenger,Slight,Female,32
,,10BA0004039,Passenger,Slight,Female,4
,,10CA0003942,Driver,Slight,Male,48
,,10CA0003968,Driver,Slight,Female,31
,,10MU0005777,Driver,Slight,Male,44
,,10MU0005777,Passenger,Slight,Female,37
,,10AA0003996,Driver,Slight,Male,47
,,10AA0003996,Driver,Slight,Male,45
,,10AA0004252,Driver,Slight,Male,25
,,10BA0004196,Driver,Slight,Male,55
,,10BA0004196,Driver,Slight,Female,46
,,10CA0003986,Pedestrian,Slight,Male,24
,,10CA0004101,Driver,Slight,Female,35
,,10AA0003945,Driver,Slight,Male,58
,,10AA0004284,Driver,Slight,Male,16
,,10BA0004150,Driver,Slight,Male,18
,,10BA0004153,Driver,Slight,Male,44
,,10MU0004061,Driver,Slight,Male,59
,,10MU0004061,Driver,Slight,Female,25
,,10AA0004096,Driver,Slight,Female,27
,,10AA0004367,Passenger,Slight,Female,18
,,10BA0004140,Pedestrian,Slight,Female,80
,,10CA0004021,Pedestrian,Slight,Female,19
,,10CA0004044,Driver,Slight,Male,34
,,10CA0004044,Driver,Slight,Female,33
,,10CA0004059,Driver,Slight,Female,47
,,10CA0004059,Passenger,Slight,Female,25
,,10AA0004071,Driver,Slight,Female,30
,,10AA0005740,Driver,Slight,Male,54
,,10BA0004123,Driver,Slight,Male,46
,,10BA0004123,Passenger,Slight,Female,35
,,10BA0004197,Pedestrian,Slight,Female,50
,,10BA0004519,Driver,Slight,Female,17
,,10BA0004519,Passenger,Slight,Male,16
,,10BA0004519,Driver,Slight,Female,41
,,10AA0004590,Passenger,Slight,Male,74
,,10BA0004135,Driver,Slight,Male,21
,,10BA0004135,Passenger,Slight,Male,20
,,10BA0004159,Driver,Slight,Female,9
,,10AA0004083,Driver,Slight,Male,55
,,10AA0004173,Driver,Slight,Male,55
,,10AA0004177,Driver,Slight,Male,52
,,10AA0004177,Driver,Slight,Male,34
,,10AA0004224,Driver,Slight,Male,24
,,10BA0004128,Driver,Slight,Female,44
,,10BA0004129,Driver,Slight,Male,38
,,10BA0004129,Passenger,Slight,Male,47
,,10BA0004129,Passenger,Slight,Female,33
,,10BA0004152,Driver,Slight,Male,15
,,10BA0004157,Pedestrian,Slight,Female,4
,,10BA0004214,Pedestrian,Slight,Female,30
,,10MU0004725,Driver,Slight,Female,26
,,10MU0004725,Passenger,Slight,Female,5
,,10MU0004725,Passenger,Slight,Female,49
,,10BA0004124,Driver,Slight,Male,50
,,10BA0004125,Driver,Slight,Male,27
,,10BA0004125,Driver,Slight,Male,58
,,10CA0004122,Driver,Slight,Male,38
,,10CA0004122,Passenger,Slight,Male,55
,,10CA0004122,Passenger,Slight,Female,59
,,10CA0004122,Passenger,Slight,Male,59
,,10CA0004156,Driver,Slight,Female,39
,,10CA0004156,Pedestrian,Serious,Female,71
,,10CA0004242,Driver,Slight,Female,21
,,10MU0004172,Driver,Slight,Male,51
,,10MU0004172,Passenger,Slight,Male,3
,,10MU0004178,Driver,Slight,Male,56
,,10MU0004178,Passenger,Slight,Female,59
,,10AA0004258,Driver,Slight,Male,47
,,10MU0004185,Driver,Slight,Male,33
,,10AA0004174,Passenger,Slight,Female,75
,,10AA0004203,Driver,Serious,Male,43
,,10AA0004203,Driver,Serious,Male,77
,,10AA0004244,Driver,Slight,Female,20
,,10BA0004144,Driver,Slight,Male,19
,,10BA0004144,Passenger,Slight,Male,19
,,10BA0004213,Driver,Slight,Female,25
,,10BA0004225,Driver,Slight,Female,52
,,10MU0004602,Driver,Slight,Male,61
,,10AA0004254,Driver,Slight,Female,19
,,10AA0004256,Driver,Slight,Female,45
,,10AA0004278,Driver,Slight,Male,26
,,10AA0004375,Driver,Slight,Female,64
,,10AA0004375,Driver,Slight,Female,53
,,10CA0004239,Passenger,Slight,Female,5
,,10CA0004290,Driver,Slight,Female,54
,,10CA0004290,Driver,Slight,Female,37
,,10CA0004290,Passenger,Slight,Female,66
,,10AA0004210,Passenger,Slight,Female,25
,,10AA0004243,Driver,Slight,Male,22
,,10AA0004243,Driver,Slight,Male,41
