FROM_DATE,TO_DATE,STREET_ADDRESS,Works Type,Category Of Works,Accident Ref No.,Casualty Severity
2020-02-14T00:00:00.000Z,2020-03-13T00:00:00.000Z,2200 DIXIE HWY,MAJOR,Streetworks,10CA0000740,Slight
2020-02-14T00:00:00.000Z,2020-03-13T00:00:00.000Z,1698 PHYLLIS AVE,MAJOR,Streetworks,10AA0000794,Serious
2020-02-14T00:00:00.000Z,2020-03-13T00:00:00.000Z,1799 MCCLOSKEY AVE,MAJOR,Streetworks,10AA0000811,Slight
2020-02-14T00:00:00.000Z,2020-03-13T00:00:00.000Z,1799 WATHEN LN,MAJOR,Streetworks,10AA0000825,Slight
2020-02-14T00:00:00.000Z,2020-03-13T00:00:00.000Z,1534 LONEY LN,MAJOR,Streetworks,10AA0000891,Serious
2020-02-17T00:00:00.000Z,2020-03-13T00:00:00.000Z,1015 S 8TH ST,MAJOR,Streetworks,10AA0000891,Slight
2020-02-15T00:00:00.000Z,2020-03-14T00:00:00.000Z,946 GOSS AVE,MAJOR,Streetworks,10BA0000759,Slight
2020-01-15T00:00:00.000Z,2020-03-15T00:00:00.000Z,1263 E BURNETT AVE,MAJOR,Streetworks,10BA0000759,Slight
2020-01-15T00:00:00.000Z,2020-03-15T00:00:00.000Z,930 CLARKS LN,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10BA0000761,Slight
2020-01-31T00:00:00.000Z,2020-03-15T00:00:00.000Z,677 S 26TH ST,STANDARD,Streetworks,10CA0000826,Slight
2020-01-31T00:00:00.000Z,2020-03-15T00:00:00.000Z,677 S 26TH ST,MAJOR,Streetworks,10MU0000956,Slight
2020-01-02T00:00:00.000Z,2020-03-16T00:00:00.000Z,12500 SYCAMORE STATION PL,MINOR,Streetworks,10AA0000838,Slight
2020-01-20T00:00:00.000Z,2020-03-16T00:00:00.000Z,200 E LIBERTY ST,MAJOR,Streetworks,10AA0000854,Slight
2020-01-20T00:00:00.000Z,2020-03-16T00:00:00.000Z,319 W MUHAMMAD ALI BLVD,STANDARD,Streetworks,10AA0001076,Slight
2020-02-17T00:00:00.000Z,2020-03-16T00:00:00.000Z,1455 S 6TH ST,HIGHWAYS ACT PERMITS,Building Licence,10AA0001207,Slight
2020-02-17T00:00:00.000Z,2020-03-16T00:00:00.000Z,5009 DUNVEGAN RD,MAJOR,Streetworks,10AA0001207,Slight
2020-02-17T00:00:00.000Z,2020-03-16T00:00:00.000Z,1000 W JEFFERSON ST Unit 101,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10AA0001207,Slight
2020-02-17T00:00:00.000Z,2020-03-16T00:00:00.000Z,1200 LOGAN ST,HIGHWAYS ACT PERMITS,Building Licence,10AA0001224,Slight
2020-02-17T00:00:00.000Z,2020-03-16T00:00:00.000Z,700 CENTRAL AVE,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10AA0001224,Slight
2020-02-17T00:00:00.000Z,2020-03-16T00:00:00.000Z,1385 S 4TH ST,HIGHWAYS ACT PERMITS,Building Licence,10BA0000807,Slight
2020-02-17T00:00:00.000Z,2020-03-16T00:00:00.000Z,724 CAWTHON ST,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10BA0005199,Slight
2020-02-17T00:00:00.000Z,2020-03-16T00:00:00.000Z,1901 N BECKLEY STATION RD,MAJOR,Streetworks,10CA0000810,Slight
2020-01-13T00:00:00.000Z,2020-03-02T00:00:00.000Z,1715 DIXIE HWY,MAJOR,Streetworks,10MU0000948,Slight
2020-01-20T00:00:00.000Z,2020-03-02T00:00:00.000Z,1500 ARCADE AVE,STANDARD,Streetworks,10BA0000951,Slight
2020-02-03T00:00:00.000Z,2020-03-02T00:00:00.000Z,977 S SHELBY ST,MAJOR,Streetworks,10BA0000951,Slight
2020-02-03T00:00:00.000Z,2020-03-02T00:00:00.000Z,701 E KENTUCKY ST,MAJOR,Streetworks,10CA0000783,Slight
2020-02-03T00:00:00.000Z,2020-03-02T00:00:00.000Z,1758 W BURNETT AVE Unit 1,MAJOR,Streetworks,10CA0000845,Slight
2020-02-03T00:00:00.000Z,2020-03-02T00:00:00.000Z,2108 MCCLOSKEY AVE,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10CA0000845,Slight
2020-02-03T00:00:00.000Z,2020-03-02T00:00:00.000Z,2304 DUMESNIL ST,MINOR,Streetworks,10CA0000845,Slight
2020-02-03T00:00:00.000Z,2020-03-02T00:00:00.000Z,2126 W OAK ST,MAJOR,Streetworks,10CA0000845,Slight
2020-02-03T00:00:00.000Z,2020-03-02T00:00:00.000Z,2216 W OAK ST,STANDARD,Streetworks,10MU0001027,Slight
2020-02-03T00:00:00.000Z,2020-03-02T00:00:00.000Z,1799 BOLLING AVE,MAJOR,Streetworks,10MU0001027,Slight
2020-02-03T00:00:00.000Z,2020-03-02T00:00:00.000Z,2301 W ORMSBY AVE,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10MU0001027,Slight
2020-02-03T00:00:00.000Z,2020-03-02T00:00:00.000Z,2727 LINDSAY AVE,MAJOR,Streetworks,10MU0001027,Slight
2020-02-03T00:00:00.000Z,2020-03-02T00:00:00.000Z,1112 RIVER RD,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10AA0001013,Serious
2020-02-03T00:00:00.000Z,2020-03-02T00:00:00.000Z,270 N CAMPBELL ST,MAJOR,Streetworks,10AA0001071,Serious
2020-02-03T00:00:00.000Z,2020-03-02T00:00:00.000Z,4800 ALLMOND AVE,HIGHWAYS ACT PERMITS,Building Licence,10AA0001102,Slight
2020-02-03T00:00:00.000Z,2020-03-02T00:00:00.000Z,808 DORSEY LN,HIGHWAYS ACT PERMITS,Building Licence,10AA0001603,Slight
2020-02-03T00:00:00.000Z,2020-03-02T00:00:00.000Z,3941 BUECHEL BANK RD,STANDARD,Streetworks,10AA0001603,Slight
2020-02-03T00:00:00.000Z,2020-03-02T00:00:00.000Z,1000 W MARKET ST,HIGHWAYS ACT PERMITS,Building Licence,10BA0000832,Serious
2020-02-03T00:00:00.000Z,2020-03-02T00:00:00.000Z,4333 ROBARDS LN,MINOR,Streetworks,10BA0001192,Slight
2020-02-03T00:00:00.000Z,2020-03-02T00:00:00.000Z,922 S 2ND ST,MAJOR,Streetworks,10CA0000886,Serious
2020-02-03T00:00:00.000Z,2020-03-02T00:00:00.000Z,1527 PORTLAND AVE,STANDARD,Streetworks,10CA0000990,Serious
2020-02-03T00:00:00.000Z,2020-03-02T00:00:00.000Z,3505 GOLDSMITH LN,MAJOR,Streetworks,10AA0001604,Serious
2020-02-03T00:00:00.000Z,2020-03-02T00:00:00.000Z,750 GRADE LN,MAJOR,Streetworks,10AA0002538,Serious
2020-02-10T00:00:00.000Z,2020-03-02T00:00:00.000Z,2701 ROCKFORD LN,HIGHWAYS ACT PERMITS,Building Licence,10AA0002538,Serious
2020-02-17T00:00:00.000Z,2020-03-02T00:00:00.000Z,406 STILZ AVE,MINOR,Streetworks,10BA0000927,Slight
2020-02-17T00:00:00.000Z,2020-03-02T00:00:00.000Z,2201 CROSS HILL RD,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10AA0000996,Slight
2020-02-17T00:00:00.000Z,2020-03-02T00:00:00.000Z,2614 TOP HILL RD,MAJOR,Streetworks,10AA0001133,Slight
2020-02-17T00:00:00.000Z,2020-03-02T00:00:00.000Z,1018 ELLISON AVE,HIGHWAYS ACT PERMITS,Building Licence,10BA0000920,Slight
2020-02-24T00:00:00.000Z,2020-03-02T00:00:00.000Z,13698 AIKEN RD,MAJOR,Streetworks,10CA0000932,Slight
2019-12-19T00:00:00.000Z,2020-03-02T00:00:00.000Z,1735 S 22ND ST,HIGHWAYS ACT PERMITS,Building Licence,10CA0000971,Slight
2020-02-04T00:00:00.000Z,2020-03-03T00:00:00.000Z,4424 RIVER RD,STANDARD,Streetworks,10CA0000997,Slight
2020-02-05T00:00:00.000Z,2020-03-04T00:00:00.000Z,6310 KENJOY DR,MAJOR,Streetworks,10MU0000926,Slight
2020-02-05T00:00:00.000Z,2020-03-04T00:00:00.000Z,1718 MCCLOSKEY AVE,MINOR,Streetworks,10MU0000926,Slight
2020-02-05T00:00:00.000Z,2020-03-04T00:00:00.000Z,2201 W MAIN ST,HIGHWAYS ACT PERMITS,Building Licence,10MU0000926,Slight
2020-02-05T00:00:00.000Z,2020-03-04T00:00:00.000Z,1430 S SHELBY ST,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10AA0000944,Slight
2020-01-28T00:00:00.000Z,2020-03-06T00:00:00.000Z,200 E WASHINGTON ST,MAJOR,Streetworks,10AA0001146,Slight
2020-02-03T00:00:00.000Z,2020-03-06T00:00:00.000Z,7013 E MANSLICK RD,MAJOR,Streetworks,10BA0000945,Slight
2020-02-17T00:00:00.000Z,2020-03-06T00:00:00.000Z,740 COCHRAN HILL RD,HIGHWAYS ACT PERMITS,Building Licence,10BA0001021,Slight
2020-02-17T00:00:00.000Z,2020-03-06T00:00:00.000Z,2614 TOP HILL RD,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10BA0001021,Slight
2020-02-17T00:00:00.000Z,2020-03-06T00:00:00.000Z,1148 S PRESTON ST,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10BA0001021,Slight
2020-02-24T00:00:00.000Z,2020-03-06T00:00:00.000Z,9120 SHELBYVILLE RD,HIGHWAYS ACT PERMITS,Building Licence,10BA0001021,Slight
2020-02-08T00:00:00.000Z,2020-03-07T00:00:00.000Z,2525 ELLSWORTH AVE,HIGHWAYS ACT PERMITS,Building Licence,10BA0001026,Slight
2019-12-07T00:00:00.000Z,2020-03-07T00:00:00.000Z,7201 JOHNSONTOWN RD,MAJOR,Streetworks,10CA0001150,Slight
2019-12-07T00:00:00.000Z,2020-03-07T00:00:00.000Z,10600 LOWER RIVER RD,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10CA0001494,Slight
2020-02-20T00:00:00.000Z,2020-03-20T00:00:00.000Z,211 W MUHAMMAD ALI BLVD,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10CA0001494,Slight
2020-02-20T00:00:00.000Z,2020-03-20T00:00:00.000Z,600 E LIBERTY ST,MAJOR,Streetworks,10AA0001063,Slight
2020-02-20T00:00:00.000Z,2020-03-20T00:00:00.000Z,416 W MUHAMMAD ALI BLVD Unit 100,MINOR,Streetworks,10AA0001103,Slight
2020-02-20T00:00:00.000Z,2020-03-20T00:00:00.000Z,540 S 3RD ST,MINOR,Streetworks,10AA0001160,Slight
2020-02-21T00:00:00.000Z,2020-03-20T00:00:00.000Z,7020 FIELD VIEW CT,MINOR,Streetworks,10AA0001160,Slight
2020-02-21T00:00:00.000Z,2020-03-20T00:00:00.000Z,7118 FIELD RIDGE CT,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10BA0001007,Slight
2020-02-21T00:00:00.000Z,2020-03-20T00:00:00.000Z,101 W MUHAMMAD ALI BLVD,STANDARD,Streetworks,10BA0001085,Slight
2020-02-28T00:00:00.000Z,2020-03-20T00:00:00.000Z,5000 FIRWOOD LN,MAJOR,Streetworks,10BA0001085,Slight
2020-02-28T00:00:00.000Z,2020-03-20T00:00:00.000Z,5202 FIRWOOD LN,MAJOR,Streetworks,10BA0001085,Slight
2020-02-28T00:00:00.000Z,2020-03-20T00:00:00.000Z,4701 ANDALUSIA LN,MAJOR,Streetworks,10CA0000976,Slight
2020-01-27T00:00:00.000Z,2020-03-23T00:00:00.000Z,100 E JEFFERSON ST,HIGHWAYS ACT PERMITS,Building Licence,10CA0000979,Serious
2020-01-27T00:00:00.000Z,2020-03-23T00:00:00.000Z,1100 CEDAR CT,HIGHWAYS ACT PERMITS,Building Licence,10CA0000979,Slight
2020-01-27T00:00:00.000Z,2020-03-23T00:00:00.000Z,1412 TUCKER STATION RD,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10CA0001184,Serious
2020-01-27T00:00:00.000Z,2020-03-23T00:00:00.000Z,660 S 8TH ST,HIGHWAYS ACT PERMITS,Building Licence,10AA0000977,Slight
2020-01-27T00:00:00.000Z,2020-03-23T00:00:00.000Z,2800 S FLOYD ST,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10AA0001012,Slight
2020-01-27T00:00:00.000Z,2020-03-23T00:00:00.000Z,3218 BON AIR AVE,MAJOR,Streetworks,10AA0001012,Slight
2020-01-29T00:00:00.000Z,2020-03-23T00:00:00.000Z,1087 E KENTUCKY ST,MAJOR,Streetworks,10AA0001012,Slight
2020-02-24T00:00:00.000Z,2020-03-23T00:00:00.000Z,626 RAWLINGS ST,STANDARD,Streetworks,10AA0001043,Slight
2020-02-24T00:00:00.000Z,2020-03-23T00:00:00.000Z,2336 S FLOYD ST,STANDARD,Streetworks,10AA0001048,Slight
2020-02-24T00:00:00.000Z,2020-03-23T00:00:00.000Z,200 E WASHINGTON ST,HIGHWAYS ACT PERMITS,Building Licence,10AA0001233,Serious
2020-02-24T00:00:00.000Z,2020-03-23T00:00:00.000Z,1816 RANGELAND RD,STANDARD,Streetworks,10BA0001467,Slight
2020-02-24T00:00:00.000Z,2020-03-23T00:00:00.000Z,11200 WESTPORT RD,HIGHWAYS ACT PERMITS,Building Licence,10CA0001068,Slight
2020-02-24T00:00:00.000Z,2020-03-23T00:00:00.000Z,315 W BRECKINRIDGE ST,MAJOR,Streetworks,10CA0001098,Slight
2020-02-24T00:00:00.000Z,2020-03-23T00:00:00.000Z,101 E JEFFERSON ST,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10CA0001107,Slight
2020-02-24T00:00:00.000Z,2020-03-23T00:00:00.000Z,4701 SHENANDOAH DR,MAJOR,Streetworks,10CA0001107,Slight
2020-02-24T00:00:00.000Z,2020-03-23T00:00:00.000Z,1552 KNIGHT RD,MAJOR,Streetworks,10CA0001107,Serious
2020-02-24T00:00:00.000Z,2020-03-23T00:00:00.000Z,4408 ATLAS POWDER RD,HIGHWAYS ACT PERMITS,Building Licence,10CA0001107,Serious
2020-02-24T00:00:00.000Z,2020-03-23T00:00:00.000Z,1710 LINCOLN AVE,MINOR,Streetworks,10CA0001366,Slight
2020-02-24T00:00:00.000Z,2020-03-23T00:00:00.000Z,727 W CHESTNUT ST,MAJOR,Streetworks,10MU0001092,Slight
2020-02-24T00:00:00.000Z,2020-03-23T00:00:00.000Z,835 PERENNIAL DR,MAJOR,Streetworks,10MU0001092,Slight
2020-02-24T00:00:00.000Z,2020-03-23T00:00:00.000Z,749 VINE ST,HIGHWAYS ACT PERMITS,Building Licence,10AA0001058,Slight
2020-02-24T00:00:00.000Z,2020-03-23T00:00:00.000Z,508 M ST,HIGHWAYS ACT PERMITS,Crane Operation,10AA0001058,Slight
2020-02-24T00:00:00.000Z,2020-03-23T00:00:00.000Z,5700 WALNUT WAY,MAJOR,Streetworks,10BA0001288,Slight
2020-02-24T00:00:00.000Z,2020-03-23T00:00:00.000Z,1908 DEER PARK AVE,MAJOR,Streetworks,10CA0001004,Slight
2020-02-24T00:00:00.000Z,2020-03-23T00:00:00.000Z,731 BRENT ST,MAJOR,Streetworks,10CA0001066,Slight
2020-02-24T00:00:00.000Z,2020-03-23T00:00:00.000Z,9053 FERN CREEK RD,HIGHWAYS ACT PERMITS,Building Licence,10CA0001066,Slight
2020-02-24T00:00:00.000Z,2020-03-23T00:00:00.000Z,6220 DUTCHMANS LN,MINOR,Streetworks,10CA0001112,Slight
2020-02-24T00:00:00.000Z,2020-03-24T00:00:00.000Z,425 W BROADWAY,HIGHWAYS ACT PERMITS,Building Licence,10MU0001093,Slight
2020-02-24T00:00:00.000Z,2020-03-24T00:00:00.000Z,150 S 3RD ST,MINOR,Streetworks,10AA0001212,Slight
2020-02-24T00:00:00.000Z,2020-03-24T00:00:00.000Z,100 S 2ND ST,MAJOR,Streetworks,10BA0001089,Slight
2020-02-25T00:00:00.000Z,2020-03-24T00:00:00.000Z,1517 S 12TH ST,STANDARD,Streetworks,10BA0001113,Slight
2020-02-26T00:00:00.000Z,2020-03-25T00:00:00.000Z,1340 W ORMSBY AVE,HIGHWAYS ACT PERMITS,Building Licence,10CA0001050,Slight
2020-02-26T00:00:00.000Z,2020-03-25T00:00:00.000Z,1371 LEXINGTON RD,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10BA0001078,Serious
2020-02-26T00:00:00.000Z,2020-03-25T00:00:00.000Z,3101 S 2ND ST,MAJOR,Streetworks,10BA0001078,Slight
2020-02-26T00:00:00.000Z,2020-03-25T00:00:00.000Z,1520 NORRIS PL,STANDARD,Streetworks,10BA0001297,Serious
2020-02-26T00:00:00.000Z,2020-03-25T00:00:00.000Z,1311 S SHELBY ST,MAJOR,Streetworks,10CA0001056,Slight
2020-02-26T00:00:00.000Z,2020-03-25T00:00:00.000Z,401 S 4TH ST,MAJOR,Streetworks,10CA0001056,Slight
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10CA0001056,Slight
,,,MINOR,Streetworks,10CA0001056,Slight
,,,MAJOR,Streetworks,10CA0001060,Slight
,,,STANDARD,Streetworks,10CA0001060,Slight
,,,ROAD RESTRICTION,Streetworks,10CA0001060,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10CA0001595,Slight
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10AA0001155,Slight
,,,MAJOR,Streetworks,10AA0001155,Slight
,,,STANDARD,Streetworks,10BA0001172,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10CA0001181,Slight
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10CA0001476,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10CA0001476,Slight
,,,MINOR,Streetworks,10CA0001476,Slight
,,,STANDARD,Streetworks,10CA0001752,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10CA0001752,Slight
,,,MAJOR,Streetworks,10AA0001149,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10BA0001190,Slight
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10BA0001190,Serious
,,,STANDARD,Streetworks,10BA0001190,Slight
,,,MAJOR,Streetworks,10BA0001335,Slight
,,,MAJOR,Streetworks,10BA0001335,Slight
,,,MAJOR,Streetworks,10CA0001175,Slight
,,,MAJOR,Streetworks,10CA0001920,Slight
,,,MINOR,Streetworks,10AA0001209,Slight
,,,STANDARD,Streetworks,10AA0001701,Slight
,,,ROAD RESTRICTION,Streetworks,10CA0001262,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10CA0001329,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10CA0001329,Slight
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10CA0001329,Slight
,,,STANDARD,Streetworks,10CA0001329,Slight
,,,MAJOR,Streetworks,10CA0001329,Slight
,,,STANDARD,Streetworks,10CA0001329,Slight
,,,MINOR,Streetworks,10AA0001236,Slight
,,,MAJOR,Streetworks,10AA0001267,Slight
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10CA0001222,Slight
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10CA0001222,Slight
,,,MAJOR,Streetworks,10CA0001271,Slight
,,,STANDARD,Streetworks,10CA0001300,Slight
,,,MAJOR,Streetworks,10CA0001413,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10MU0001215,Slight
,,,MINOR,Streetworks,10MU0001289,Slight
,,,STANDARD,Streetworks,10AA0001235,Slight
,,,MINOR,Streetworks,10AA0001446,Serious
,,,STANDARD,Streetworks,10CA0001322,Slight
,,,MINOR,Streetworks,10CA0001333,Slight
,,,MAJOR,Streetworks,10CA0001333,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10BA0001326,Serious
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10MU0001261,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10BA0001328,Slight
,,,HIGHWAYS ACT PERMITS,Crane Operation,10MU0001281,Serious
,,,HIGHWAYS ACT PERMITS,Building Licence,10MU0001361,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10MU0001361,Slight
,,,STANDARD,Streetworks,10MU0001361,Serious
,,,HIGHWAYS ACT PERMITS,Building Licence,10MU0001361,Slight
,,,MAJOR,Streetworks,10MU0001319,Slight
,,,MAJOR,Streetworks,10MU0001319,Slight
,,,MAJOR,Streetworks,10MU0001319,Slight
,,,MAJOR,Streetworks,10AA0001350,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10AA0001531,Slight
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10AA0002067,Slight
,,,STANDARD,Streetworks,10CA0001400,Serious
,,,MAJOR,Streetworks,10AA0001362,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10AA0001437,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10BA0001375,Slight
,,,MAJOR,Streetworks,10CA0001445,Slight
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10CA0001458,Slight
,,,MAJOR,Streetworks,10AA0001396,Slight
,,,MAJOR,Streetworks,10AA0001434,Slight
,,,HIGHWAYS ACT PERMITS,Crane Operation,10AA0001676,Slight
,,,MINOR,Streetworks,10AA0082105,Fatal
,,,STANDARD,Streetworks,10BA0001411,Slight
,,,MAJOR,Streetworks,10BA0002459,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10CA0001408,Slight
,,,MAJOR,Streetworks,10CA0001417,Slight
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10CA0001443,Slight
,,,STANDARD,Streetworks,10CA0001443,Slight
,,,MAJOR,Streetworks,10CA0001443,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10AA0001397,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10AA0001622,Slight
,,,MAJOR,Streetworks,10CA0001452,Slight
,,,STANDARD,Streetworks,10CA0001459,Slight
,,,MAJOR,Streetworks,10CA0001459,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10CA0001716,Slight
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10AA0001435,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10AA0001435,Slight
,,,STANDARD,Streetworks,10AA0001435,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10AA0001438,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10AA0001532,Serious
,,,STANDARD,Streetworks,10AA0001532,Serious
,,,HIGHWAYS ACT PERMITS,Building Licence,10BA0001433,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10BA0001454,Slight
,,,MINOR,Streetworks,10BA0001454,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10BA0001454,Slight
,,,MAJOR,Streetworks,10CA0001620,Slight
,,,HIGHWAYS ACT PERMITS,Crane Operation,10AA0001453,Slight
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10AA0001453,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10AA0001453,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10AA0001453,Slight
,,,MAJOR,Streetworks,10BA0001845,Slight
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10BA0001845,Slight
,,,STANDARD,Streetworks,10BA0001845,Slight
,,,STANDARD,Streetworks,10BA0001845,Serious
,,,STANDARD,Streetworks,10BA0001845,Slight
,,,MINOR,Streetworks,10CA0001456,Slight
,,,STANDARD,Streetworks,10CA0001456,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10CA0001754,Serious
,,,MAJOR,Streetworks,10CA0001515,Slight
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10AA0001552,Slight
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10AA0001570,Serious
,,,STANDARD,Streetworks,10AA0001577,Slight
,,,MAJOR,Streetworks,10AA0001626,Slight
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10AA0001638,Slight
,,,MAJOR,Streetworks,10BA0001602,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10BA0001605,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10BA0001623,Slight
,,,MAJOR,Streetworks,10BA0001625,Slight
,,,STANDARD,Streetworks,10CA0001567,Slight
,,,STANDARD,Streetworks,10CA0001709,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10CA0001709,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10AA0001548,Slight
,,,MAJOR,Streetworks,10AA0001635,Serious
,,,MAJOR,Streetworks,10BA0001535,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10BA0001689,Slight
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10BA0001689,Slight
,,,MINOR,Streetworks,10BA0001689,Slight
,,,HIGHWAYS ACT PERMITS,Other,10CA0001576,Slight
,,,MAJOR,Streetworks,10CA0001576,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10MU0001656,Serious
,,,STANDARD,Streetworks,10AA0001598,Slight
,,,MAJOR,Streetworks,10AA0001598,Slight
,,,HIGHWAYS ACT PERMITS,Crane Operation,10AA0001598,Slight
,,,MAJOR,Streetworks,10AA0001614,Slight
,,,MAJOR,Streetworks,10AA0001630,Serious
,,,MAJOR,Streetworks,10BA0001673,Slight
,,,STANDARD,Streetworks,10BA0001685,Slight
,,,MINOR,Streetworks,10CA0001596,Serious
,,,STANDARD,Streetworks,10CA0001672,Slight
,,,MAJOR,Streetworks,10CA0001758,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10AA0001621,Slight
,,,MAJOR,Streetworks,10AA0001694,Slight
,,,MAJOR,Streetworks,10BA0001687,Slight
,,,MAJOR,Streetworks,10BA0002219,Slight
,,,MAJOR,Streetworks,10CA0001713,Slight
,,,MINOR,Streetworks,10BA0001702,Serious
,,,MINOR,Streetworks,10BA0001702,Slight
,,,MAJOR,Streetworks,10CA0001926,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10CA0001926,Slight
,,,MAJOR,Streetworks,10CA0001926,Slight
,,,STANDARD,Streetworks,10MU0001700,Slight
,,,STANDARD,Streetworks,10AA0002071,Serious
,,,MAJOR,Streetworks,10BA0001665,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10BA0001934,Slight
,,,MAJOR,Streetworks,10BA0002235,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10BA0002235,Slight
,,,MINOR,Streetworks,10BA0002235,Serious
,,,HIGHWAYS ACT PERMITS,Building Licence,10BA0002235,Serious
,,,STANDARD,Streetworks,10BA0002235,Serious
,,,MAJOR,Streetworks,10MU0001832,Slight
,,,MAJOR,Streetworks,10AA0001714,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10AA0001735,Serious
,,,HIGHWAYS ACT PERMITS,Building Licence,10AA0001766,Slight
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10AA0001774,Slight
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10BA0002293,Serious
,,,MAJOR,Streetworks,10MU0002013,Slight
,,,MAJOR,Streetworks,10BA0001736,Slight
,,,MAJOR,Streetworks,10BA0001736,Slight
,,,STANDARD,Streetworks,10CA0001764,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10CA0001924,Slight
,,,MINOR,Streetworks,10MU0001750,Slight
,,,STANDARD,Streetworks,10AA0001822,Slight
,,,MINOR,Streetworks,10AA0002103,Serious
,,,MAJOR,Streetworks,10BA0001837,Slight
,,,MINOR,Streetworks,10CA0001757,Serious
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10CA0001768,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10CA0001811,Slight
,,,MAJOR,Streetworks,10CA0001813,Slight
